config,path,solver,ode_steps,tau,seed,n_steps,elbo,kl,elbo_mc_stderr,ms_per_step,cumulative_train_s
ODE geometric rk4 (steps=32),geometric,rk4,32.0,,2,400,-0.21388496458530426,0.21388496458530426,0.007620770018547773,292.2916667701793,116.91666670807172
ODE geometric rk4 (steps=32),geometric,rk4,32.0,,2,800,-0.10951142013072968,0.10951142013072968,0.0038409738335758448,292.39704520761734,233.91763616609387
ODE geometric rk4 (steps=32),geometric,rk4,32.0,,2,1600,-0.08377577364444733,0.08377577364444733,0.003779014339670539,289.68503679687274,463.4960588749964
ODE geometric rk4 (steps=32),geometric,rk4,32.0,,2,3200,-0.058764614164829254,0.058764614164829254,0.003567376406863332,284.74189839846076,911.1740748750744
ODE geometric dopri5,geometric,dopri5,,,3,200,-0.6365871429443359,0.6365871429443359,0.018437108024954796,70.88183853949886,14.176367707899772
ODE geometric dopri5,geometric,dopri5,,,3,400,-0.22915120422840118,0.22915120422840118,0.006759341806173325,79.71537676989101,31.886150707956403
ODE geometric dopri5,geometric,dopri5,,,3,800,-0.09570035338401794,0.09570035338401794,0.004107109270989895,92.22236249988782,73.77788999991026
ODE geometric dopri5,geometric,dopri5,,,3,1600,-0.05067811906337738,0.05067811906337738,0.0026656531263142824,103.37092322872195,165.39347716595512
ODE geometric dopri5,geometric,dopri5,,,3,3200,-0.0468316413462162,0.0468316413462162,0.0027725212275981903,111.86440239562216,357.9660876659909
ODE geometric dopri5,geometric,dopri5,,,2,200,-0.7540975213050842,0.7540975213050842,0.0309566929936409,86.40612374991179,17.281224749982357
ODE geometric dopri5,geometric,dopri5,,,2,400,-0.21057988703250885,0.21057988703250885,0.007552255876362324,90.88589218765264,36.35435687506106
ODE geometric dopri5,geometric,dopri5,,,2,800,-0.1104077473282814,0.1104077473282814,0.003857577918097377,104.1018576049828,83.28148608398624
ODE geometric dopri5,geometric,dopri5,,,2,1600,-0.08425183594226837,0.08425183594226837,0.00391831761226058,116.2565004168573,186.0104006669717
ODE geometric dopri5,geometric,dopri5,,,2,3200,-0.05957663059234619,0.05957663059234619,0.0036071815993636847,121.08189828126342,387.46207450004295
ODE geometric dopri5,geometric,dopri5,,,1,200,-0.5738599300384521,0.5738599300384521,0.03290865197777748,71.04705708450638,14.209411416901276
ODE geometric dopri5,geometric,dopri5,,,1,400,-0.16088330745697021,0.16088330745697021,0.005619529169052839,86.42586218746146,34.570344874984585
