config,estimator,ablation_group,seed,n_steps,diverged,diverged_at_step,elbo,kl,elbo_mc_stderr,ms_per_step,nfe_per_step,cumulative_train_s,grad_norm_mean,grad_norm_p95,kwarg_MC_samples,kwarg_baseline,kwarg_temperature,kwarg_anneal_rate,kwarg_min_temperature,kwarg_mode,kwarg_ode_steps,kwarg_path,kwarg_ode_solver,kwarg_rtol,kwarg_atol,unstable
gs_soft_tau0.5 (MC=1024),gumbel_softmax,gs_soft_tau0.5,5,200,False,,-1.8254857063293457,1.8254857063293457,0.07128938287496567,4.452436670544557,,0.8904873341089115,6.214963841192224e+16,2.3204732483718394e+17,1024,,0.5,1.0,1e-06,soft,,,,,,True
gs_soft_tau0.5 (MC=1024),gumbel_softmax,gs_soft_tau0.5,5,500,False,,-0.8355968594551086,0.8355968594551086,0.03485090658068657,4.476359334075823,,2.2381796670379117,6.214963841192224e+16,2.3204732483718394e+17,1024,,0.5,1.0,1e-06,soft,,,,,,True
gs_soft_tau0.5 (MC=1024),gumbel_softmax,gs_soft_tau0.5,5,1000,False,,-214.98797607421875,214.98797607421875,1.3686151504516602,4.630417209002189,,4.630417209002189,6.214963841192224e+16,2.3204732483718394e+17,1024,,0.5,1.0,1e-06,soft,,,,,,True
gs_soft_tau0.5 (MC=1024),gumbel_softmax,gs_soft_tau0.5,5,2000,True,1327.0,,,,,,,6.214963841192224e+16,2.3204732483718394e+17,1024,,0.5,1.0,1e-06,soft,,,,,,True
gs_soft_tau0.5 (MC=1024),gumbel_softmax,gs_soft_tau0.5,5,5000,True,1327.0,,,,,,,6.214963841192224e+16,2.3204732483718394e+17,1024,,0.5,1.0,1e-06,soft,,,,,,True
gs_soft_tau0.5 (MC=1024),gumbel_softmax,gs_soft_tau0.5,5,10000,True,1327.0,,,,,,,6.214963841192224e+16,2.3204732483718394e+17,1024,,0.5,1.0,1e-06,soft,,,,,,True
st_tau0.5 (MC=64),gumbel_softmax,st_tau0.5,2,200,False,,-6.193211555480957,6.193211555480957,0.26615822315216064,3.5667777102207765,,0.7133555420441553,1.2483174378288326,3.1592726707458496,64,,0.5,1.0,1e-06,straight_through,,,,,,True
st_tau0.5 (MC=64),gumbel_softmax,st_tau0.5,2,500,False,,-1.6374638080596924,1.6374638080596924,0.0698099359869957,3.4786999160423875,,1.7393499580211937,1.2483174378288326,3.1592726707458496,64,,0.5,1.0,1e-06,straight_through,,,,,,False
st_tau0.5 (MC=64),gumbel_softmax,st_tau0.5,2,1000,False,,-0.5687482357025146,0.5687482357025146,0.02169901877641678,3.483380874968134,,3.483380874968134,1.2483174378288326,3.1592726707458496,64,,0.5,1.0,1e-06,straight_through,,,,,,False
st_tau0.5 (MC=64),gumbel_softmax,st_tau0.5,2,2000,False,,-0.22573857009410858,0.22573857009410858,0.00951357651501894,3.4386562710278668,,6.8773125420557335,1.2483174378288326,3.1592726707458496,64,,0.5,1.0,1e-06,straight_through,,,,,,False
